threads, time
2, 0.244065
2, 0.242279
2, 0.242809
2, 0.244592
2, 0.243665
2, 0.244561
2, 0.242867
2, 0.24498
2, 0.244903
2, 0.243644
2, 0.24171
2, 0.245272
2, 0.242793
2, 0.242753
2, 0.241388
2, 0.246569
2, 0.242595
2, 0.244112
2, 0.241005
2, 0.242425
2, 0.243686
2, 0.241951
2, 0.243228
2, 0.242567
2, 0.244892
2, 0.241856
2, 0.239887
2, 0.242738
2, 0.243389
2, 0.242468
2, 0.241171
2, 0.242236
2, 0.245493
2, 0.242687
2, 0.241719
2, 0.241148
2, 0.243621
2, 0.240703
2, 0.24306
2, 0.242102
2, 0.241705
2, 0.244669
2, 0.242815
2, 0.240974
2, 0.242253
2, 0.240732
2, 0.24266
2, 0.240695
2, 0.241464
2, 0.244264
2, 0.243882
2, 0.240855
4, 0.133831
4, 0.123703
4, 0.123702
4, 0.123372
4, 0.123474
4, 0.124057
4, 0.123348
4, 0.123427
4, 0.123655
4, 0.123332
4, 0.123318
4, 0.12346
4, 0.12423
4, 0.124844
4, 0.123068
4, 0.12309
4, 0.123684
4, 0.12365
4, 0.123419
4, 0.123258
4, 0.123409
4, 0.123365
4, 0.123599
4, 0.123185
4, 0.123638
4, 0.123327
4, 0.123362
4, 0.123577
4, 0.12363
4, 0.125776
4, 0.124037
4, 0.123344
4, 0.123056
4, 0.123592
4, 0.123801
4, 0.123843
4, 0.123432
4, 0.122985
4, 0.124021
4, 0.123796
4, 0.123735
4, 0.124068
4, 0.124014
4, 0.124125
4, 0.124149
4, 0.123657
4, 0.125669
4, 0.123375
4, 0.123369
4, 0.123735
4, 0.123604
4, 0.123488
4, 0.123409
4, 0.123163
4, 0.12343
4, 0.122945
4, 0.123521
4, 0.123526
4, 0.12329
4, 0.123445
4, 0.123706
4, 0.12365
4, 0.12352
4, 0.125286
4, 0.123583
4, 0.123366
4, 0.123809
4, 0.123466
4, 0.12356
4, 0.123419
4, 0.123536
4, 0.123605
4, 0.123016
4, 0.12349
4, 0.12297
4, 0.12307
4, 0.123105
4, 0.123269
4, 0.123026
4, 0.123363
4, 0.125199
4, 0.124465
4, 0.1239
4, 0.123223
4, 0.123596
4, 0.123524
4, 0.124116
4, 0.123389
4, 0.123079
4, 0.123596
4, 0.123289
4, 0.123415
4, 0.123523
4, 0.123695
4, 0.123348
4, 0.124942
4, 0.128009
4, 0.12517
4, 0.123881
4, 0.123414
7, 0.0829172
7, 0.0709898
7, 0.071287
7, 0.0710448
7, 0.0710084
7, 0.0714377
7, 0.0710138
7, 0.0710886
7, 0.0713914
7, 0.0738191
7, 0.0760783
7, 0.0718361
7, 0.0708019
7, 0.0708561
7, 0.0711716
7, 0.0710031
7, 0.0709892
7, 0.0708506
7, 0.0708381
7, 0.0707808
7, 0.0707929
7, 0.0707822
7, 0.0708886
7, 0.0719455
7, 0.0714419
7, 0.071166
7, 0.0713181
7, 0.0709127
7, 0.0709213
7, 0.0714719
7, 0.071709
7, 0.0711964
7, 0.0711404
7, 0.0707301
7, 0.0708115
7, 0.0709875
7, 0.0707645
7, 0.0712853
7, 0.0708478
7, 0.0712645
7, 0.0710734
7, 0.0711461
7, 0.0710393
7, 0.071174
7, 0.0712276
7, 0.0715246
7, 0.0709549
7, 0.0714176
7, 0.071209
7, 0.0712964
7, 0.0711485
7, 0.0711313
7, 0.0729258
7, 0.0721421
7, 0.0714322
7, 0.0707741
7, 0.0709049
7, 0.0710196
7, 0.0708951
7, 0.0709014
7, 0.0707869
7, 0.0707895
7, 0.0708902
7, 0.0710414
7, 0.0714828
7, 0.0713778
7, 0.0718708
7, 0.0711852
7, 0.0714018
7, 0.0707569
7, 0.0708277
7, 0.071087
7, 0.0707977
7, 0.0710997
7, 0.0708204
7, 0.0708279
7, 0.0707518
7, 0.0707962
7, 0.0707404
7, 0.070759
7, 0.0713632
7, 0.0764389
7, 0.0721412
7, 0.0708145
7, 0.071
7, 0.0730617
7, 0.0708683
7, 0.0708678
7, 0.0710435
7, 0.0709643
7, 0.0707525
7, 0.0707412
7, 0.0707619
7, 0.0707345
7, 0.0709843
7, 0.070903
7, 0.0707822
7, 0.0709772
7, 0.0708628
7, 0.0707403
8, 0.0728029
8, 0.0624986
8, 0.0628752
8, 0.0619414
8, 0.0623413
8, 0.0623286
8, 0.0621857
8, 0.0619035
8, 0.0620177
8, 0.0620291
8, 0.0622918
8, 0.0624087
8, 0.0716399
8, 0.0623017
8, 0.0623213
8, 0.0623648
8, 0.0622593
8, 0.0621694
8, 0.0630948
8, 0.0622281
8, 0.0620594
8, 0.0619159
8, 0.0620356
8, 0.0623783
8, 0.0623206
8, 0.0621255
8, 0.0619513
8, 0.0618999
